"","op_name","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","WOE_Opening_Name"
"1584","ENGLISH OPENING","TRUE",64,"MATE","BLACK","BLITZ","c4","e5","c4_b4_a3_cxd5_Nf3","e5_Nf6_d5_Nxd5_Bd6",0.798179059180577,"NO_DEFENSE",0.204938515247314
"1585","ENGLISH OPENING","TRUE",35,"MATE","WHITE","BLITZ","c4","Nf6","c4_Nc3_g3_cxd5_Bg2","Nf6_e6_d5_Nxd5_Nxc3",0.994978028876334,"DEFENSE",0.204938515247314
"1586","ENGLISH OPENING","TRUE",49,"RESIGN","WHITE","STANDARD","c4","e5","c4_Nc3_d3_Bd2_a3","e5_Nf6_Bb4_O-O_Ba5",1.0751782242385,"NO_DEFENSE",0.204938515247314
"1587","ENGLISH OPENING","TRUE",115,"MATE","WHITE","BLITZ","c4","d5","c4_cxd5_Nc3_Nf3_e4","d5_Qxd5_Qf5_e5_Qg4",1.09186046511628,"DEFENSE",0.204938515247314
"1588","ENGLISH OPENING","TRUE",41,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_e4_c5_Nf3","e5_Nf6_c6_Bxc5_d5",0.837674136886735,"NO_DEFENSE",0.204938515247314
"1589","ENGLISH OPENING","TRUE",59,"MATE","WHITE","BLITZ","Nf3","d5","Nf3_c4_Nc3_e3_a3","d5_Nf6_e6_Nc6_Bc5",0.88418206399279,"DEFENSE",0.204938515247314
"1590","ENGLISH OPENING","TRUE",41,"RESIGN","WHITE","STANDARD","c4","e5","c4_g3_Bg2_Nc3_d3","e5_Nc6_Nf6_Bc5_Ng4",0.971235194585448,"NO_DEFENSE",0.204938515247314
"1591","ENGLISH OPENING","FALSE",108,"RESIGN","BLACK","STANDARD","e4","e5","e4_Nf3_c4_Nc3_a3","e5_Nc6_Nf6_b6_Bb7",1.04933333333333,"NO_DEFENSE",0.204938515247314
"1592","ENGLISH OPENING","TRUE",107,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_Nd5_d4_Bf4","e5_Bb4_Bd6_e4_c6",1.01283618581907,"NO_DEFENSE",0.204938515247314
"1593","ENGLISH OPENING","TRUE",83,"OUTOFTIME","WHITE","BLITZ","c4","e5","c4_Nc3_d3_e3_a3","e5_Bc5_d6_a6_Nf6",1.12184249628529,"NO_DEFENSE",0.204938515247314
"1594","ENGLISH OPENING","TRUE",57,"RESIGN","BLACK","STANDARD","c4","c5","c4_g3_Bg2_Nc3_Nf3","c5_e6_Ne7_Nbc6_g6",0.866908650937689,"NO_DEFENSE",0.204938515247314
"1595","ENGLISH OPENING","TRUE",133,"MATE","WHITE","BLITZ","c4","e6","c4_Nc3_d3_e3_a3","e6_c5_Nc6_Qf6_Nh6",1.17934782608696,"DEFENSE",0.204938515247314
"1596","ENGLISH OPENING","TRUE",23,"MATE","WHITE","STANDARD","c4","e5","c4_Nc3_Nf3_Ne5_d4","e5_Nf6_e4_Qe7_c5",0.913290113452188,"NO_DEFENSE",0.204938515247314
"1597","ENGLISH OPENING","FALSE",75,"RESIGN","WHITE","BLITZ","c4","c6","c4_Nc3_cxd5_d4_Nf3","c6_d5_cxd5_Nf6_h6",0.655518394648829,"NO_DEFENSE",0.204938515247314
"1598","ENGLISH OPENING","TRUE",138,"RESIGN","BLACK","BLITZ","c4","e5","c4_g3_Bg2_Nc3_d3","e5_Nf6_Nc6_Bb4_Bxc3+",0.897266729500471,"NO_DEFENSE",0.204938515247314
"1599","ENGLISH OPENING","TRUE",75,"RESIGN","WHITE","BLITZ","c4","e6","c4_Nc3_g3_Bg2_e3","e6_d6_e5_c6_d5",1.00200803212851,"DEFENSE",0.204938515247314
"1600","ENGLISH OPENING","FALSE",19,"OUTOFTIME","WHITE","BLITZ","c4","e5","c4_d3_Nc3_e3_Nxb5","e5_Bc5_Qf6_b5_a6",1.29198966408269,"NO_DEFENSE",0.204938515247314
"1601","ENGLISH OPENING","FALSE",26,"OUTOFTIME","BLACK","BLITZ","c4","e5","c4_Nc3_d3_Qc2_cxd5","e5_Nf6_Bb4_d5_Nxd5",0.789058390320884,"NO_DEFENSE",0.204938515247314
"1602","ENGLISH OPENING","FALSE",43,"RESIGN","WHITE","STANDARD","c4","e5","c4_d3_Nf3_g3_Bg2","e5_Nc6_Nge7_g6_Bg7",0.87719298245614,"NO_DEFENSE",0.204938515247314
"1603","ENGLISH OPENING","TRUE",40,"OUTOFTIME","BLACK","BLITZ","c4","e5","c4_Nc3_Nf3_d3_Bg5","e5_Nf6_d6_g6_Bg7",0.951776649746193,"NO_DEFENSE",0.204938515247314
"1604","ENGLISH OPENING","FALSE",34,"RESIGN","BLACK","STANDARD","c4","c5","c4_Nc3_g3_Bg2_e3","c5_Nf6_Nc6_Qc7_a6",0.882352941176471,"NO_DEFENSE",0.204938515247314
"1605","ENGLISH OPENING","TRUE",90,"RESIGN","BLACK","STANDARD","c4","d5","c4_cxd5_Nc3_Nf3_e4","d5_Qxd5_Qe5_Qe6_Nc6",1.26483679525223,"DEFENSE",0.204938515247314
"1606","ENGLISH OPENING","TRUE",78,"MATE","BLACK","BLITZ","e4","e5","e4_c4_Nc3_f3_d3","e5_Nf6_d6_c5_Nc6",0.935393258426966,"NO_DEFENSE",0.204938515247314
"1607","ENGLISH OPENING","TRUE",40,"RESIGN","BLACK","BLITZ","c4","d5","c4_cxd5_Nc3_d4_e3","d5_Qxd5_Qd8_e6_Bb4",1.08350444900753,"DEFENSE",0.204938515247314
"1608","ENGLISH OPENING","TRUE",115,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_d3_Ne4_Bd2","e5_Qf6_Bc5_Bb4+_Bxd2+",0.894290559638214,"NO_DEFENSE",0.204938515247314
"1609","ENGLISH OPENING","TRUE",70,"OUTOFTIME","BLACK","BLITZ","e4","e5","e4_c4_h3_d3_a3","e5_Bc5_Nf6_a6_Bd4",0.960501567398119,"NO_DEFENSE",0.204938515247314
"1610","ENGLISH OPENING","TRUE",51,"RESIGN","WHITE","STANDARD","c4","Nc6","c4_d4_e3_Nc3_Bd2","Nc6_g6_Bg7_d6_Bf5",0.981923821820529,"NO_DEFENSE",0.204938515247314
"1611","ENGLISH OPENING","TRUE",55,"MATE","WHITE","BLITZ","c4","c5","c4_Nc3_Nf3_e4_d4","c5_b6_a5_Ra7_Rc7",1.05259365994236,"NO_DEFENSE",0.204938515247314
"1612","ENGLISH OPENING","FALSE",70,"RESIGN","WHITE","STANDARD","c4","e5","c4_d3_Nf3_a3_Nc3","e5_h6_Nc6_a5_Nf6",0.748876684972541,"NO_DEFENSE",0.204938515247314
"1613","ENGLISH OPENING","TRUE",22,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_d3_e3_Nd5","e5_Qf6_Bc5_Nh6_Qd6",1.17368873602752,"NO_DEFENSE",0.204938515247314
"1614","ENGLISH OPENING","TRUE",24,"RESIGN","WHITE","BLITZ","c4","c5","c4_Nh3_e4_Qf3_Ng5","c5_e5_d6_Nf6_Qe7",0.943699731903485,"NO_DEFENSE",0.204938515247314
"1615","ENGLISH OPENING","TRUE",120,"MATE","BLACK","BLITZ","c4","Nf6","c4_Nc3_e4_g3_Nge2","Nf6_g6_d6_Bg7_O-O",0.987152034261242,"DEFENSE",0.204938515247314
"1616","ENGLISH OPENING","TRUE",91,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_d3_Bg5_Kxf2","e5_Nf6_Bc5_Bxf2+_Ng4+",0.985563575791227,"NO_DEFENSE",0.204938515247314
"1617","ENGLISH OPENING","TRUE",54,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_e3_d4_bxc3","e5_Nf6_Bb4_Bxc3+_exd4",0.901425914445133,"NO_DEFENSE",0.204938515247314
"1618","ENGLISH OPENING","TRUE",125,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_Bg2_d3","e5_Bc5_Nf6_O-O_Nc6",0.963286713286713,"NO_DEFENSE",0.204938515247314
"1619","ENGLISH OPENING","TRUE",137,"MATE","WHITE","BLITZ","e4","e5","e4_c4_Nc3_h3_Nf3","e5_Bc5_Nf6_h6_d6",0.985163204747775,"NO_DEFENSE",0.204938515247314
"1620","ENGLISH OPENING","TRUE",13,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_Nf3_Nxe5","e5_Nc6_Nf6_Bc5_Bxf2+",1.04426106526632,"NO_DEFENSE",0.204938515247314
"1621","ENGLISH OPENING","TRUE",77,"RESIGN","WHITE","STANDARD","c4","g6","c4_Nc3_Nf3_e3_d4","g6_c5_Bg7_Nf6_cxd4",1.028962611901,"NO_DEFENSE",0.204938515247314
"1622","ENGLISH OPENING","TRUE",30,"RESIGN","WHITE","BLITZ","Nf3","e6","Nf3_c4_d4_g3_Bg2","e6_Nc6_d5_Nf6_Ne7",1.10144927536232,"DEFENSE",0.204938515247314
"1623","ENGLISH OPENING","TRUE",88,"MATE","BLACK","STANDARD","c4","e5","c4_Nf3_d3_g3_Bg2","e5_Nc6_Bc5_Nf6_d6",0.998826291079812,"NO_DEFENSE",0.204938515247314
"1624","ENGLISH OPENING","TRUE",125,"MATE","WHITE","STANDARD","c4","Nc6","c4_Nc3_e3_a3_d4","Nc6_b6_Bb7_e6_d5",0.671828908554572,"NO_DEFENSE",0.204938515247314
"1625","ENGLISH OPENING","TRUE",14,"RESIGN","WHITE","BLITZ","c4","e5","c4_g3_Bg2_Nc3_e3","e5_Bc5_Nf6_Ng4_c6",0.946890286512928,"NO_DEFENSE",0.204938515247314
"1626","ENGLISH OPENING","TRUE",172,"RESIGN","BLACK","STANDARD","c4","e6","c4_Nc3_d3_dxc4_Kxd1","e6_d5_dxc4_Qxd1+_Bd6",0.999333777481679,"DEFENSE",0.204938515247314
"1627","ENGLISH OPENING","TRUE",19,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_Nf3_e3_Be2","e5_Nf6_Nc6_Be7_O-O",1.05384615384615,"NO_DEFENSE",0.204938515247314
"1628","ENGLISH OPENING","TRUE",56,"RESIGN","BLACK","BLITZ","c4","d5","c4_Nc3_Qa4+_Qxc4_g3","d5_dxc4_c6_Nf6_Nbd7",1.01437908496732,"DEFENSE",0.204938515247314
"1629","ENGLISH OPENING","TRUE",52,"RESIGN","BLACK","BLITZ","c4","f5","c4_Nc3_d3_e4_exf5","f5_Nf6_e5_Bb4_O-O",1.24808324205915,"DEFENSE",0.204938515247314
"1630","ENGLISH OPENING","FALSE",37,"RESIGN","WHITE","BLITZ","e4","e5","e4_c4_Nc3_Nf3_h3","e5_Nf6_Nc6_b6_Bc5",1.04022191400832,"NO_DEFENSE",0.204938515247314
"1631","ENGLISH OPENING","TRUE",56,"RESIGN","BLACK","STANDARD","c4","g6","c4_g3_Bg2_Nc3_d3","g6_Bg7_Nf6_c6_d5",0.992558672009159,"NO_DEFENSE",0.204938515247314
"1632","ENGLISH OPENING","TRUE",41,"MATE","WHITE","BLITZ","e4","e5","e4_c4_Nc3_d3_Nf3","e5_b6_Ba6_Nf6_Bb4",1.12404870624049,"NO_DEFENSE",0.204938515247314
"1633","ENGLISH OPENING","TRUE",81,"MATE","WHITE","STANDARD","c4","e6","c4_Nc3_e4_d4_Nf3","e6_Ne7_Ng6_Nh4_b6",1.06806862202546,"DEFENSE",0.204938515247314
"1634","ENGLISH OPENING","TRUE",61,"RESIGN","WHITE","STANDARD","c4","Nf6","c4_g3_Bg2_Nc3_d4","Nf6_g6_Bg7_O-O_d6",1.01166861143524,"DEFENSE",0.204938515247314
"1635","ENGLISH OPENING","TRUE",66,"RESIGN","BLACK","BLITZ","c4","c5","c4_Nc3_Nf3_d4_e3","c5_Nf6_g6_Bg7_d6",0.989484752891693,"NO_DEFENSE",0.204938515247314
"1636","ENGLISH OPENING","TRUE",79,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_Nf3_Nd5_Nc3","e5_d6_Bd7_c6_d5",1.44955752212389,"NO_DEFENSE",0.204938515247314
"1637","ENGLISH OPENING","TRUE",18,"RESIGN","BLACK","BLITZ","c4","e5","c4_e4_Nc3_d3_Bd2","e5_Nf6_Nc6_Bb4_Nd4",1.01466480446927,"NO_DEFENSE",0.204938515247314
"1638","ENGLISH OPENING","TRUE",32,"MATE","BLACK","BLITZ","e3","e5","e3_c4_Nc3_Nf3_Qb3","e5_Nc6_Nf6_Bb4_Bxc3",1.00665778961385,"NO_DEFENSE",0.204938515247314
"1639","ENGLISH OPENING","TRUE",47,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_e3_Nge2_Ng3","e5_Nc6_Nf6_Bc5_d6",1.12095531587057,"NO_DEFENSE",0.204938515247314
"1640","ENGLISH OPENING","TRUE",24,"RESIGN","WHITE","BLITZ","c4","c5","c4_g3_Bg2_Nc3_Nf3","c5_d6_e5_Be7_Nc6",1.21209465381245,"NO_DEFENSE",0.204938515247314
"1641","ENGLISH OPENING","TRUE",49,"MATE","WHITE","BLITZ","c4","c5","c4_Nf3_Nc3_d4_d5","c5_Nf6_Nc6_e6_exd5",1.08668341708543,"NO_DEFENSE",0.204938515247314
"1642","ENGLISH OPENING","TRUE",39,"MATE","WHITE","BLITZ","c4","e5","c4_d4_Be3_g3_Nc3","e5_e4_f5_Nf6_Bb4",0.982930298719772,"NO_DEFENSE",0.204938515247314
"1643","ENGLISH OPENING","TRUE",78,"RESIGN","BLACK","BLITZ","c4","g6","c4_Nc3_g3_Bg2_e4","g6_Bg7_c6_e6_Ne7",0.953866146848603,"NO_DEFENSE",0.204938515247314
"1644","ENGLISH OPENING","TRUE",58,"MATE","BLACK","STANDARD","c4","e5","c4_e4_f3_Ne2_Nec3","e5_Qf6_Bc5_d6_c6",0.815533980582524,"NO_DEFENSE",0.204938515247314
"1645","ENGLISH OPENING","FALSE",91,"RESIGN","WHITE","STANDARD","c4","e5","c4_e4_Nc3_b4_Bb2","e5_d6_Be6_Be7_Nf6",0.945121951219512,"NO_DEFENSE",0.204938515247314
"1646","ENGLISH OPENING","TRUE",9,"RESIGN","WHITE","STANDARD","c4","d5","c4_cxd5_Nc3_e4_Bxc4","d5_Qxd5_Qc4_Nf6_",1.18271604938272,"DEFENSE",0.204938515247314
"1647","ENGLISH OPENING","TRUE",30,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_g3_dxc3_Bg2","e5_Bb4_Bxc3_Nf6_d6",0.89157952669235,"NO_DEFENSE",0.204938515247314
"1648","ENGLISH OPENING","TRUE",43,"RESIGN","WHITE","BLITZ","c4","e5","c4_g3_Bg2_cxd5_Nc3","e5_Nf6_d5_Nxd5_Nf6",1.00846354166667,"NO_DEFENSE",0.204938515247314
"1649","ENGLISH OPENING","TRUE",60,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_e4_d4_dxe5","Nf6_e6_d6_e5_dxe5",1.02636815920398,"NO_DEFENSE",0.204938515247314
"1650","ENGLISH OPENING","TRUE",31,"MATE","WHITE","BLITZ","c4","c6","c4_Nc3_e4_d4_c5","c6_e6_Bc5_Bb6_Bc7",1.28965053763441,"NO_DEFENSE",0.204938515247314
"1651","ENGLISH OPENING","FALSE",10,"RESIGN","WHITE","STANDARD","Nf3","Nf6","Nf3_c4_Nc3_g3_Bg2","Nf6_d6_g6_Bg7_O-O",1.32792207792208,"DEFENSE",0.204938515247314
"1652","ENGLISH OPENING","TRUE",90,"MATE","BLACK","BLITZ","c4","d5","c4_cxd5_Qb3_axb3_Nc3","d5_Qxd5_Qxb3_Be6_Bxb3",0.892543859649123,"DEFENSE",0.204938515247314
"1653","ENGLISH OPENING","FALSE",39,"MATE","WHITE","BLITZ","c4","e5","c4_g3_Bg2_d3_Nf3","e5_Nf6_Bc5_Nc6_d6",0.955010224948875,"NO_DEFENSE",0.204938515247314
"1654","ENGLISH OPENING","TRUE",37,"RESIGN","WHITE","BLITZ","c4","e5","c4_g3_Bg2_Nc3_e3","e5_d6_Nc6_Qd7_b6",1.03072625698324,"NO_DEFENSE",0.204938515247314
"1655","ENGLISH OPENING","TRUE",51,"MATE","WHITE","BLITZ","c4","e5","c4_d4_dxe5_e4_Bd3","e5_f6_fxe5_c6_Bc5",1.14429530201342,"NO_DEFENSE",0.204938515247314
"1656","ENGLISH OPENING","FALSE",42,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_e4_d3_Nf3","e5_Nf6_Nc6_Be7_d6",1.11368653421634,"NO_DEFENSE",0.204938515247314
"1657","ENGLISH OPENING","FALSE",57,"RESIGN","WHITE","BLITZ","c4","c5","c4_Nf3_Nc3_e3_d4","c5_Nc6_Nf6_e6_cxd4",1.13741636644364,"NO_DEFENSE",0.204938515247314
"1658","ENGLISH OPENING","TRUE",91,"MATE","WHITE","BLITZ","c4","Nc6","c4_e3_d4_exd4_Nc3","Nc6_e5_exd4_Bb4+_Qe7+",0.958388375165126,"NO_DEFENSE",0.204938515247314
"1659","ENGLISH OPENING","TRUE",47,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_Nf3_g3_cxd5","e5_Nc6_Nf6_d5_Nxd5",0.890675241157556,"NO_DEFENSE",0.204938515247314
"1660","ENGLISH OPENING","TRUE",67,"RESIGN","WHITE","STANDARD","c4","d5","c4_cxd5_Nc3_g3_e4","d5_Qxd5_Qd8_Nf6_e5",1.04895104895105,"DEFENSE",0.204938515247314
"1661","ENGLISH OPENING","TRUE",50,"RESIGN","WHITE","BLITZ","c4","Nf6","c4_Nc3_cxd5_Nf3_e3","Nf6_d5_Nxd5_Nc6_Bg4",1.12376495059802,"DEFENSE",0.204938515247314
"1662","ENGLISH OPENING","TRUE",35,"MATE","WHITE","STANDARD","c4","e5","c4_g3_Bg2_d3_Nc3","e5_d6_Be6_Nc6_Qf6",1.00221893491124,"NO_DEFENSE",0.204938515247314
"1663","ENGLISH OPENING","TRUE",33,"MATE","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_Nf3","e5_Nc6_Nf6_Bd6_e4",0.910857142857143,"NO_DEFENSE",0.204938515247314
"1664","ENGLISH OPENING","TRUE",58,"RESIGN","BLACK","STANDARD","c4","e5","c4_Nc3_d3_Nf3_g3","e5_Nf6_h6_Nc6_d5",0.944196428571429,"NO_DEFENSE",0.204938515247314
"1665","ENGLISH OPENING","TRUE",16,"MATE","BLACK","BLITZ","c4","Nf6","c4_a4_b3_Na3_Bb2","Nf6_b6_Bb7_e6_Bc5",0.783333333333333,"DEFENSE",0.204938515247314
"1666","ENGLISH OPENING","TRUE",67,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_e4","e5_d6_Bd7_Bc6_Nf6",1.01668351870576,"NO_DEFENSE",0.204938515247314
"1667","ENGLISH OPENING","TRUE",37,"RESIGN","BLACK","STANDARD","c4","c6","c4_Nf3_c5_d4_Nc3","c6_d5_Nf6_Bg4_Nbd7",1.01286173633441,"NO_DEFENSE",0.204938515247314
"1668","ENGLISH OPENING","TRUE",36,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nf3_Nc3_d4_Na4","e5_Nc6_Bc5_exd4_d6",0.850511945392491,"NO_DEFENSE",0.204938515247314
"1669","ENGLISH OPENING","TRUE",2,"OUTOFTIME","BLACK","BLITZ","c4","e5","c4____","e5____",0.908672798948752,"NO_DEFENSE",0.204938515247314
"1670","ENGLISH OPENING","TRUE",35,"RESIGN","WHITE","STANDARD","c4","e6","c4_Nc3_Nf3_g3_d3","e6_b6_Ba6_c6_Nf6",0.979184013322231,"DEFENSE",0.204938515247314
"1671","ENGLISH OPENING","TRUE",22,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_c4_Nf3_Nxd4_Nxc6","Nf6_c5_cxd4_Nc6_bxc6",0.71,"NO_DEFENSE",0.204938515247314
"1672","ENGLISH OPENING","TRUE",51,"RESIGN","WHITE","BLITZ","c4","e5","c4_e4_Nc3_Nf3_d4","e5_Bc5_d6_f6_exd4",0.939839572192513,"NO_DEFENSE",0.204938515247314
"1673","ENGLISH OPENING","TRUE",11,"RESIGN","WHITE","BLITZ","c4","g6","c4_g3_Bg2_e3_Ne2","g6_d6_Nc6_Ne5_Nxc4",1.05089605734767,"NO_DEFENSE",0.204938515247314
"1674","ENGLISH OPENING","TRUE",52,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_Nc3_d3_e4_Nge2","Nf6_e6_d5_c5_dxe4",0.892706449668475,"DEFENSE",0.204938515247314
"1675","ENGLISH OPENING","TRUE",79,"RESIGN","WHITE","BLITZ","c4","e5","c4_Nc3_g3_Bg2_bxc3","e5_Nf6_Bb4_Bxc3_Nc6",0.999318801089918,"NO_DEFENSE",0.204938515247314
"1676","ENGLISH OPENING","TRUE",39,"MATE","WHITE","STANDARD","c4","e5","c4_b3_cxd5_Bb2_e3","e5_d5_Qxd5_Nf6_Nc6",1.00142551674982,"NO_DEFENSE",0.204938515247314
"1677","ENGLISH OPENING","TRUE",104,"MATE","BLACK","BLITZ","c4","e5","c4_Nc3_g3_Bg2_e4","e5_d6_c6_f5_Nf6",0.932270916334661,"DEFENSE",0.204938515247314
"1678","ENGLISH OPENING","TRUE",108,"MATE","BLACK","STANDARD","c4","e5","c4_Nc3_e4_a3_dxc3","e5_Bb4_Ne7_Bxc3_O-O",0.975187969924812,"NO_DEFENSE",0.204938515247314
"1679","ENGLISH OPENING","FALSE",94,"MATE","BLACK","STANDARD","c4","b6","c4_d4_Nf3_e3_Nc3","b6_Bb7_Nf6_e6_c5",0.966666666666667,"NO_DEFENSE",0.204938515247314
"1680","ENGLISH OPENING","TRUE",59,"RESIGN","WHITE","BLITZ","c4","c6","c4_Nf3_e3_b3_cxd5","c6_d5_Nf6_Bf5_cxd5",1.06332320162107,"NO_DEFENSE",0.204938515247314
"1681","ENGLISH OPENING","TRUE",41,"MATE","WHITE","BLITZ","c4","f5","c4_g3_Nc3_d4_h4","f5_g6_Bg7_c6_Nh6",1.08137154554759,"DEFENSE",0.204938515247314
"1682","ENGLISH OPENING","TRUE",126,"RESIGN","BLACK","BLITZ","c4","d5","c4_cxd5_Nc3_g3_Bg2","d5_Qxd5_Qd8_Nf6_c6",0.966707768187423,"DEFENSE",0.204938515247314
"1683","ENGLISH OPENING","FALSE",65,"RESIGN","WHITE","BLITZ","c4","e5","c4_g3_Bg2_cxd5_Nf3","e5_Nf6_d5_Nxd5_Nc6",1.01640159045726,"NO_DEFENSE",0.204938515247314
"1684","ENGLISH OPENING","TRUE",41,"MATE","WHITE","BLITZ","c4","e6","c4_d3_Nf3_Nc3_e3","e6_Bc5_a6_h6_Nf6",1.16377005347594,"DEFENSE",0.204938515247314
"1685","ENGLISH OPENING","TRUE",86,"RESIGN","BLACK","BLITZ","c4","e5","c4_Nc3_Nf3_e3_d4","e5_Nc6_Nf6_d5_exd4",0.950226244343891,"NO_DEFENSE",0.204938515247314
"1686","ENGLISH OPENING","FALSE",74,"MATE","BLACK","STANDARD","c4","d5","c4_e3_a3_Nf3_Nd4","d5_e5_Nf6_e4_g6",0.914664457332229,"DEFENSE",0.204938515247314
"1687","ENGLISH OPENING","TRUE",138,"RESIGN","WHITE","STANDARD","c4","Nf6","c4_Nc3_Nf3_e3_d4","Nf6_c5_Nc6_g6_cxd4",0.992225461613217,"NO_DEFENSE",0.204938515247314
"1688","ENGLISH OPENING","TRUE",32,"RESIGN","BLACK","BLITZ","c4","Nf6","c4_g3_Bg2_cxd5_Nf3","Nf6_c6_d5_cxd5_Nc6",0.857352941176471,"DEFENSE",0.204938515247314
"1689","ENGLISH OPENING","TRUE",24,"RESIGN","BLACK","BLITZ","c4","g6","c4_Nc3_d4_d5_Nf3","g6_Bg7_c5_f5_Nf6",0.805046805046805,"NO_DEFENSE",0.204938515247314
"1690","ENGLISH OPENING","TRUE",120,"RESIGN","BLACK","BLITZ","Nf3","Nf6","Nf3_c4_cxd5_Nc3_e4","Nf6_d5_Nxd5_Nc6_Ndb4",0.961616986525112,"DEFENSE",0.204938515247314
"1691","ENGLISH OPENING","FALSE",6,"RESIGN","WHITE","STANDARD","c4","e5","c4_d3_Nf3__","e5_Qf6_Bc5__",0.899022801302932,"NO_DEFENSE",0.204938515247314
"1692","ENGLISH OPENING","FALSE",87,"OUTOFTIME","WHITE","BLITZ","c4","d5","c4_cxd5_Nc3_g3_Bg2","d5_Qxd5_Qd8_c6_e5",1.01607717041801,"DEFENSE",0.204938515247314
"1693","ENGLISH OPENING","FALSE",45,"MATE","WHITE","STANDARD","c4","d5","c4_e3_Bxc4_Nc3_Qa4+","d5_dxc4_Nc6_Na5_c6",1.19142176330421,"DEFENSE",0.204938515247314
"1694","ENGLISH OPENING","TRUE",51,"RESIGN","WHITE","BLITZ","c4","e5","c4_e3_Nc3_d4_exd4","e5_Bc5_c6_exd4_Bb4",1.0611320754717,"NO_DEFENSE",0.204938515247314
"1695","ENGLISH OPENING","TRUE",109,"RESIGN","WHITE","STANDARD","c4","Nf6","c4_Nc3_g3_Bg2_Nf3","Nf6_d6_g6_Bg7_O-O",0.835331230283912,"DEFENSE",0.204938515247314
"1696","ENGLISH OPENING","TRUE",42,"MATE","BLACK","BLITZ","c4","e5","c4_d3_a3_Bd2_h3","e5_Nf6_c5_Nc6_Be7",0.934210526315789,"NO_DEFENSE",0.204938515247314
"1697","ENGLISH OPENING","TRUE",79,"MATE","WHITE","STANDARD","c4","c5","c4_Nf3_Nc3_g3_Bg2","c5_e6_a6_Nc6_Nf6",1.0471645143178,"NO_DEFENSE",0.204938515247314
"1698","ENGLISH OPENING","TRUE",56,"RESIGN","BLACK","BLITZ","e4","e5","e4_c4_d3_Nf3_Nc3","e5_Nc6_Bc5_d6_Nd4",0.997867803837953,"NO_DEFENSE",0.204938515247314
"1699","ENGLISH OPENING","TRUE",16,"RESIGN","WHITE","STANDARD","c4","c6","c4_Nc3_e3_Nf3_Qb3","c6_d5_Nf6_Bg4_Qd7",1.11466505733253,"NO_DEFENSE",0.204938515247314
"1700","ENGLISH OPENING","TRUE",44,"MATE","BLACK","STANDARD","c4","e5","c4_g3_Bg2_Nf3_d4","e5_f5_Nf6_d6_e4",0.822527472527472,"NO_DEFENSE",0.204938515247314
"1701","ENGLISH OPENING","TRUE",45,"RESIGN","WHITE","STANDARD","c4","Nf6","c4_g3_Nc3_Bg2_d4","Nf6_e6_a6_Nc6_d5",1.01011235955056,"DEFENSE",0.204938515247314
"1702","ENGLISH OPENING","TRUE",25,"RESIGN","WHITE","BLITZ","Nf3","d5","Nf3_c4_cxd5_e4_Nc3","d5_Nf6_Nxd5_Nf6_Bg4",1.08745627186407,"DEFENSE",0.204938515247314
"1703","ENGLISH OPENING","TRUE",30,"RESIGN","BLACK","BLITZ","c4","e6","c4_d4_Nc3_Nf3_bxc3","e6_Nc6_Bb4_Bxc3+_Qf6",0.931673052362708,"DEFENSE",0.204938515247314
"1704","ENGLISH OPENING","TRUE",54,"RESIGN","BLACK","BLITZ","c4","e5","c4_g3_Bg2_Nc3_d3","e5_Nf6_Bc5_a6_O-O",0.981556195965418,"NO_DEFENSE",0.204938515247314
"1705","ENGLISH OPENING","TRUE",6,"RESIGN","BLACK","BLITZ","c4","b6","c4_g3_Bg2__","b6_Bb7_Bxg2__",0.958188153310105,"NO_DEFENSE",0.204938515247314
"1706","ENGLISH OPENING","TRUE",60,"OUTOFTIME","BLACK","BLITZ","c4","Nf6","c4_Nc3_g3_Bg2_e4","Nf6_e6_g6_Bg7_d6",0.987654320987654,"DEFENSE",0.204938515247314
"1707","ENGLISH OPENING","FALSE",35,"RESIGN","WHITE","STANDARD","c4","e5","c4_Nc3_f4_dxc3_Bxf4","e5_Bb4_Bxc3_exf4_Nc6",1.04231166150671,"NO_DEFENSE",0.204938515247314
