"","rated","turns","victory_status","winner","opening_name","pace_type","W1","B1","W_First5","B_First5","Rating_WB"
"591",TRUE,53,"RESIGN","WHITE","QUEEN'S GAMBIT DECLINED","STANDARD","d4","d5","d4_c4_Nf3_Nc3_Qc2","d5_e6_f6_Bb4_Ne7",1.047474133
"592",TRUE,24,"RESIGN","BLACK","FRENCH DEFENSE: TARRASCH VARIATION |  OPEN SYSTEM |  SUECHTING LINE","STANDARD","e4","e6","e4_d4_Nd2_c3_Ngf3","e6_d5_c5_Nc6_Qb6",0.997079439
"593",TRUE,64,"MATE","BLACK","SCANDINAVIAN DEFENSE","BLITZ","e4","d5","e4_d3_Nf3_Nc3_Bd2","d5_e6_c6_Nf6_Qb6",0.703971119
"594",TRUE,51,"RESIGN","WHITE","MIESES OPENING","BLITZ","d3","d5","d3_e4_Qf3_exd5_Qe3+","d5_e6_Nc6_exd5_Qe7",1.019401778
"595",TRUE,71,"MATE","WHITE","ZUKERTORT OPENING: QUIET SYSTEM","BLITZ","Nf3","Nf6","Nf3_e3_d3_Be2_Nc3","Nf6_g6_Bg7_d6_e5",0.842266462
"596",FALSE,49,"MATE","WHITE","PHILIDOR DEFENSE: NIMZOWITSCH VARIATION","BLITZ","e4","e5","e4_Nf3_d4_dxe5_Qxd8+","e5_Nf6_d6_dxe5_Kxd8",1.445454545
"597",FALSE,34,"MATE","BLACK","ZUKERTORT OPENING: REVERSED MEXICAN DEFENSE","BLITZ","Nf3","d5","Nf3_Nc3_d3_bxc3_e3","d5_d4_dxc3_Nf6_Bg4",0.691823899
"598",TRUE,88,"OUTOFTIME","BLACK","KING'S PAWN GAME: LEONARDIS VARIATION","BLITZ","e4","e5","e4_d3_Nf3_exd5_c4","e5_Nf6_d5_Qxd5_Qd6",1.488
"600",TRUE,11,"MATE","WHITE","RUSSIAN GAME: DAMIANO VARIATION","BLITZ","e4","e5","e4_Nf3_Nxe5_Qf3_Bc4","e5_Nf6_Nxe4_Nd6_Nxc4",1.014666667
"601",TRUE,86,"RESIGN","BLACK","FOUR KNIGHTS GAME: HALLOWEEN GAMBIT","BLITZ","e4","e5","e4_Nf3_Nc3_Nxe5_d4","e5_Nc6_Nf6_Nxe5_Nc6",0.958835759
"602",TRUE,58,"RESIGN","BLACK","SICILIAN DEFENSE: ALAPIN VARIATION |  SMITH-MORRA DECLINED","BLITZ","e4","c5","e4_d4_c3_e5_cxd4","c5_cxd4_Nf6_Nd5_d6",1.015088013
"603",TRUE,50,"RESIGN","BLACK","SICILIAN DEFENSE: LASKER-PELIKAN VARIATION |  SVESHNIKOV VARIATION |  CHELYABINSK VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_Nf6_e5",1.00721562
"604",TRUE,62,"RESIGN","BLACK","QUEEN'S PAWN GAME: SYMMETRICAL VARIATION |  PSEUDO-CATALAN","BLITZ","d4","Nf6","d4_Nf3_g3_Bg2_O-O","Nf6_d5_Bf5_e6_Be7",0.994439692
"605",TRUE,39,"RESIGN","WHITE","SCOTCH GAME: POTTER VARIATION","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Nb3","e5_Nc6_exd4_Bc5_Bxf2+",1.276502732
"606",TRUE,49,"RESIGN","WHITE","RUY LOPEZ: BIRD VARIATION","BLITZ","e4","e5","e4_Nf3_Bb5_Nxd4_O-O","e5_Nc6_Nd4_exd4_c6",1.27124183
"607",TRUE,43,"RESIGN","WHITE","BENONI DEFENSE: TAIMANOV VARIATION","BLITZ","d4","Nf6","d4_c4_d5_Nc3_cxd5","Nf6_c5_e6_exd5_d6",1.154685176
"608",TRUE,84,"MATE","BLACK","SICILIAN DEFENSE: CANAL ATTACK |  MAIN LINE","BLITZ","e4","c5","e4_Nf3_Bb5+_Qe2_Nc3","c5_d6_Bd7_Nc6_a6",0.807824592
"609",TRUE,41,"RESIGN","WHITE","RUSSIAN GAME: CLASSICAL ATTACK |  STAUNTON VARIATION","BLITZ","e4","e5","e4_Nf3_Nxe5_Nf3_d4","e5_Nf6_d6_Nxe4_d5",1.234981393
"610",TRUE,48,"RESIGN","BLACK","FOUR KNIGHTS GAME: ITALIAN VARIATION |  NOA GAMBIT","BLITZ","e4","Nf6","e4_Nc3_Nf3_Bc4_Bxf7+","Nf6_e5_Nc6_Nxe4_Kxf7",0.698535745
"611",TRUE,48,"MATE","BLACK","SICILIAN DEFENSE: KAN VARIATION |  WING ATTACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_b5",0.833908542
"612",TRUE,38,"RESIGN","BLACK","HORWITZ DEFENSE","BLITZ","d4","e6","d4_Bf4_e3_Nf3_Nbd2","e6_c5_Nf6_Nc6_Be7",0.857328145
"613",TRUE,41,"MATE","WHITE","RUY LOPEZ: STEINITZ DEFENSE","BLITZ","e4","e5","e4_Nf3_Bb5_d4_O-O","e5_Nc6_d6_Bd7_Nf6",1.390258569
"614",TRUE,28,"RESIGN","BLACK","ZUKERTORT OPENING: SICILIAN INVITATION","BLITZ","Nf3","c5","Nf3_d4_d5_Qxd5_Qg5","c5_e6_exd5_Nf6_Nc6",0.808142053
"615",TRUE,74,"RESIGN","BLACK","GRUENFELD DEFENSE: THREE KNIGHTS VARIATION |  BURILLE VARIATION","BLITZ","c4","Nf6","c4_d4_Nc3_e3_Nf3","Nf6_g6_d5_Bg7_O-O",0.795405288
"616",TRUE,29,"RESIGN","WHITE","NIMZO-INDIAN DEFENSE: RAGOZIN VARIATION","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_Bg5","Nf6_e6_d5_Bb4_Nbd7",1.126898579
"617",TRUE,45,"RESIGN","WHITE","PETROV'S DEFENSE","BLITZ","e4","e5","e4_Nf3_d3_exd5_Nc3","e5_Nf6_d5_Qxd5_Bb4",1.065176909
"618",TRUE,61,"MATE","WHITE","QUEEN'S GAMBIT DECLINED: THREE KNIGHTS VARIATION","BLITZ","d4","d5","d4_c4_Nf3_Nc3_Bg5","d5_e6_Nf6_a6_Be7",1.17257319
"619",TRUE,19,"RESIGN","WHITE","CARO-KANN DEFENSE: KARPOV VARIATION |  TIVIAKOV-FISCHER ATTACK","BLITZ","e4","c6","e4_d4_Nc3_Nxe4_Bc4","c6_d5_dxe4_Nd7_Ngf6",1.128472222
"620",TRUE,48,"RESIGN","BLACK","SICILIAN DEFENSE: ALAPIN VARIATION |  SMITH-MORRA DECLINED","BLITZ","e4","c5","e4_d4_c3_e5_cxd4","c5_cxd4_Nf6_Nd5_d6",0.840598855
"621",TRUE,41,"RESIGN","WHITE","NIMZO-INDIAN DEFENSE: THREE KNIGHTS VARIATION","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_Qd3","Nf6_e6_Bb4_O-O_d5",1.128115653
"622",TRUE,30,"RESIGN","BLACK","ALEKHINE DEFENSE","BLITZ","e4","Nf6","e4_h3_Qf3_g4_g5","Nf6_Nxe4_Nf6_e6_Nd5",0.571365444
"623",TRUE,55,"MATE","WHITE","SICILIAN DEFENSE: ACCELERATED DRAGON |  MODERN VARIATION","BLITZ","e4","c5","e4_Nf3_Nc3_d4_Nxd4","c5_Nc6_g6_cxd4_Bg7",1.174297607
"624",TRUE,72,"RESIGN","BLACK","SICILIAN DEFENSE: KAN VARIATION |  WING ATTACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_b5",0.978561858
"625",TRUE,78,"RESIGN","BLACK","QUEEN'S GAMBIT DECLINED","BLITZ","d4","d5","d4_c4_e3_Nc3_Nf3","d5_e6_Nf6_Be7_O-O",0.616346583
"626",TRUE,34,"RESIGN","BLACK","INDIAN GAME: EAST INDIAN DEFENSE","BLITZ","d4","Nf6","d4_c4_a3_Nc3_Bg5","Nf6_e6_d5_Be7_O-O",0.803579418
"627",TRUE,56,"MATE","BLACK","SICILIAN DEFENSE: LASKER-PELIKAN VARIATION |  EXCHANGE VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_Nf6_e5",0.842600897
"628",TRUE,49,"RESIGN","WHITE","DUTCH DEFENSE: CLASSICAL VARIATION |  ILYIN-ZHENEVSKY VARIATION |  MODERN MAIN LINE","BLITZ","d4","e6","d4_c4_g3_Bg2_Nf3","e6_f5_Nf6_Be7_O-O",1.07673628
"629",TRUE,72,"MATE","BLACK","SICILIAN DEFENSE: KAN VARIATION |  WING ATTACK","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_e6_cxd4_a6_b5",1.069107551
"630",TRUE,70,"RESIGN","WHITE","PIRC DEFENSE: AUSTRIAN ATTACK |  WEISS VARIATION","BLITZ","e4","g6","e4_d4_Nc3_f4_Nf3","g6_d6_Bg7_Nf6_O-O",1.123450413
"631",TRUE,83,"RESIGN","WHITE","SCOTCH GAME: CLASSICAL VARIATION","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Be3","e5_Nc6_exd4_Bc5_Qf6",1.08921371
"632",TRUE,57,"RESIGN","WHITE","KING'S INDIAN DEFENSE","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_h3","Nf6_g6_Bg7_d6_Nbd7",1.122715405
"633",TRUE,39,"RESIGN","BLACK","SICILIAN DEFENSE: ALAPIN VARIATION |  BARMEN DEFENSE","BLITZ","e4","c5","e4_c3_exd5_d4_Bb5+","c5_d5_Qxd5_g6_Bd7",0.925526932
"634",TRUE,56,"RESIGN","BLACK","ENGLISH OPENING: ANGLO-GRUENFELD DEFENSE","BLITZ","c4","Nf6","c4_Nc3_cxd5_g3_Bg2","Nf6_d5_Nxd5_e5_Nb6",0.860771402
"635",TRUE,46,"RESIGN","BLACK","ENGLISH OPENING: KING'S ENGLISH VARIATION |  TWO KNIGHTS VARIATION |  REVERSED DRAGON","BLITZ","c4","Nf6","c4_Nc3_g3_cxd5_Bg2","Nf6_e5_d5_Nxd5_Nb6",0.950593824
"636",TRUE,31,"MATE","WHITE","PHILIDOR DEFENSE","BLITZ","e4","e5","e4_Nf3_d4_dxe5_Qxd8+","e5_d6_Bg4_dxe5_Kxd8",1.56547619
"637",TRUE,66,"RESIGN","BLACK","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_Nc3_d3_exd5","c5_Nc6_e6_d5_exd5",0.919463087
"638",TRUE,52,"RESIGN","WHITE","NIMZO-INDIAN DEFENSE: THREE KNIGHTS VARIATION","BLITZ","d4","Nf6","d4_c4_Nc3_Nf3_Qd3","Nf6_e6_Bb4_O-O_Bxc3+",1.388
"639",TRUE,100,"RESIGN","BLACK","SICILIAN DEFENSE: KAN VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Bc4","c5_e6_cxd4_a6_Nf6",0.856591019
"640",TRUE,107,"RESIGN","WHITE","SEMI-SLAV DEFENSE","BLITZ","d4","d5","d4_Nf3_c4_Nc3_Bg5","d5_Nf6_e6_c6_h6",0.762920816
"641",TRUE,44,"MATE","BLACK","SICILIAN DEFENSE: SMITH-MORRA GAMBIT #2","BLITZ","e4","c5","e4_d4_Qxd4_Qe3_Nc3","c5_cxd4_Nc6_g6_Bg7",0.81
"642",TRUE,27,"RESIGN","WHITE","SCANDINAVIAN DEFENSE: MIESES-KOTROC VARIATION","BLITZ","e4","d5","e4_exd5_Nc3_Nge2_d4","d5_Qxd5_Qe5+_e6_Qf6",1.227112676
"643",TRUE,72,"RESIGN","BLACK","FOUR KNIGHTS GAME: SPANISH VARIATION |  RUBINSTEIN VARIATION","BLITZ","e4","Nf6","e4_Nc3_Nf3_Bb5_Ba4","Nf6_e5_Nc6_Nd4_Nxf3+",0.936923823
"644",FALSE,21,"OUTOFTIME","WHITE","QUEEN'S GAMBIT DECLINED","STANDARD","d4","d5","d4_c4_c5_e3_dxc5","d5_e6_b6_bxc5_c6",1.008595989
"645",TRUE,91,"MATE","WHITE","QUEEN'S GAMBIT DECLINED","BLITZ","d4","d5","d4_c4_e3_Nf3_Bd2","d5_e6_Nf6_Bb4+_Bd6",1.010845987
"646",TRUE,35,"RESIGN","WHITE","SLAV DEFENSE: EXCHANGE VARIATION","BLITZ","d4","d5","d4_c4_cxd5_Nc3_Nf3","d5_c6_cxd5_e6_Nf6",0.991422445
"647",TRUE,50,"MATE","BLACK","QUEEN'S GAMBIT REFUSED: MARSHALL DEFENSE","BLITZ","d4","d5","d4_c4_cxd5_e4_Be3","d5_Nf6_Nxd5_Nb6_e6",0.921957672
"648",TRUE,56,"RESIGN","BLACK","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_Nc3_Bb5_h3","c5_Nc6_d6_g6_Bg7",1.07096307
"649",TRUE,37,"RESIGN","WHITE","QUEEN'S GAMBIT DECLINED","BLITZ","d4","d5","d4_c4_c5_Nc3_Bg5","d5_e6_Nc6_Nf6_e5",0.997816594
"650",TRUE,66,"RESIGN","BLACK","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_Nc3_a3_Bb5","c5_Nc6_g6_Bg7_d6",1.008823529
"651",TRUE,40,"RESIGN","WHITE","FRENCH DEFENSE: MEDITERRANEAN DEFENSE","BLITZ","d4","e6","d4_e4_e5_Bc4_Bxd5","e6_Nf6_Nd5_Nc6_exd5",1.04972805
"652",TRUE,32,"MATE","BLACK","VAN GEET OPENING","STANDARD","Nc3","d5","Nc3_Nxd5_c4_b3_g4","d5_Qxd5_Qd8_e5_e4",0.955731225
"653",TRUE,26,"MATE","BLACK","ENGLISH OPENING: THE WHALE","STANDARD","e4","e5","e4_c4_f3_Ne2_Nbc3","e5_Nf6_Bc5_Nc6_a6",0.670879121
"654",TRUE,89,"MATE","WHITE","POLISH DEFENSE","BLITZ","d4","b5","d4_f3_g4_h4_Rxh4","b5_g5_a5_gxh4_Nf6",0.888
"655",TRUE,65,"RESIGN","BLACK","QUEEN'S PAWN GAME: ZUKERTORT VARIATION","STANDARD","d4","d5","d4_Nf3_Bf4_Nbd2_c3","d5_e6_Nf6_c5_Nc6",1.11614317
"656",TRUE,37,"RESIGN","WHITE","RUY LOPEZ: BERLIN DEFENSE |  IMPROVED STEINITZ DEFENSE","STANDARD","e4","e5","e4_Nf3_Bb5_O-O_d4","e5_Nc6_Nf6_d6_exd4",0.796763754
"657",TRUE,48,"RESIGN","WHITE","PETROV'S DEFENSE #3","STANDARD","e4","e5","e4_Nf3_Nxe5_Bc4_d3","e5_Nf6_d6_dxe5_Be6",1.003514938
"658",TRUE,54,"OUTOFTIME","BLACK","PHILIDOR DEFENSE: EXCHANGE VARIATION #2","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Be2","e5_d6_exd4_Nc6_g6",0.999208861
"659",TRUE,43,"MATE","WHITE","SICILIAN DEFENSE","STANDARD","e4","c5","e4_e5_Nf3_exf6_Bc4","c5_Nc6_f6_Nxf6_d5",0.928
"660",TRUE,60,"RESIGN","BLACK","QUEEN'S INDIAN DEFENSE: CLASSICAL VARIATION","STANDARD","Nf3","Nf6","Nf3_c4_g3_Bg2_O-O","Nf6_b6_Bb7_e6_Be7",1.039258451
"661",TRUE,122,"OUTOFTIME","BLACK","OLD BENONI DEFENSE","STANDARD","d4","c5","d4_Nf3_Qxd4_Qd1_Bf4","c5_cxd4_Nc6_Nf6_d6",0.913647643
"662",TRUE,49,"RESIGN","WHITE","OWEN DEFENSE","STANDARD","e4","b6","e4_Nf3_d3_Be2_O-O","b6_Bb7_g6_Bg7_d6",1.028617711
"663",TRUE,56,"MATE","BLACK","NIMZO-LARSEN ATTACK: MODERN VARIATION #3","BLITZ","b3","e5","b3_Bb2_Nf3_d4_Nxd4","e5_Nc6_d6_exd4_Nxd4",0.99255751
"664",FALSE,77,"MATE","WHITE","SICILIAN DEFENSE","BLITZ","e4","c5","e4_Nf3_d4_d5_Bf4","c5_h5_h4_f6_g5",0.985333333
"665",FALSE,60,"RESIGN","BLACK","KADAS OPENING","BLITZ","h4","e5","h4_h5_e3_f3_g4","e5_d5_Nf6_e4_exf3",1.01488498
"666",FALSE,33,"MATE","WHITE","PIRC DEFENSE #4","BLITZ","e4","d6","e4_Nf3_d4_dxe5_Nc3","d6_f6_e5_fxe5_Bg4",1.085168869
"667",FALSE,83,"RESIGN","WHITE","SCOTCH GAME","STANDARD","e4","e5","e4_Nf3_d4_d5_Nxd4","e5_Nc6_Bd6_Nd4_exd4",0.991946309
"668",TRUE,102,"MATE","BLACK","RUY LOPEZ: STEINITZ DEFENSE","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_Nc3","e5_Nc6_d6_Bg4_a6",0.991132333
"669",FALSE,29,"RESIGN","WHITE","SCOTCH GAME","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_Nf6",0.920854271
"670",FALSE,91,"RESIGN","WHITE","PHILIDOR DEFENSE #2","BLITZ","e4","e5","e4_Nf3_c3_d4_cxd4","e5_d6_c5_cxd4_exd4",0.926675095
"671",FALSE,34,"RESIGN","BLACK","SICILIAN DEFENSE: ACCELERATED DRAGON |  EXCHANGE VARIATION","BULLET","e4","c5","e4_Nf3_d4_Nxd4_Nxc6","c5_Nc6_cxd4_g6_bxc6",0.84059633
"672",TRUE,59,"RESIGN","BLACK","SCOTCH GAME","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Qxd4","e5_Nc6_exd4_Nxd4_Nf6",1.017193948
"673",TRUE,41,"RESIGN","WHITE","RUY LOPEZ: STEINITZ DEFENSE","BLITZ","e4","e5","e4_Nf3_Bb5_Nc3_h3","e5_Nc6_d6_Bg4_Bh5",1.048894843
"674",TRUE,54,"RESIGN","BLACK","QUEEN'S GAMBIT DECLINED: TARRASCH DEFENSE |  PSEUDO-TARRASCH","BLITZ","d4","d5","d4_c4_Nf3_cxd5_dxc5","d5_e6_c5_exd5_Bxc5",1.023223082
"675",TRUE,43,"RESIGN","WHITE","POLISH OPENING","BLITZ","b4","f6","b4_Bb2_b5_e4_a4","f6_Nc6_Na5_a6_c6",0.985665529
"676",TRUE,34,"RESIGN","BLACK","KING'S INDIAN DEFENSE: NORMAL VARIATION |  RARE DEFENSES","BLITZ","c4","g6","c4_d4_e4_Nf3_Nc3","g6_Bg7_d6_Nf6_c6",0.951956074
"677",TRUE,122,"RESIGN","BLACK","QUEEN'S PAWN GAME #2","BLITZ","e3","d5","e3_d4_h3_Nf3_a3","d5_Nc6_Bf5_e6_Nf6",0.97926745
"678",TRUE,51,"MATE","WHITE","SEMI-SLAV DEFENSE: ROMIH VARIATION","BLITZ","d4","c6","d4_c4_e3_Bd3_Nf3","c6_d5_Nf6_Nbd7_e6",0.997915219
"679",TRUE,62,"RESIGN","BLACK","ITALIAN GAME: TWO KNIGHTS DEFENSE |  POLERIO DEFENSE","BLITZ","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Na5",1.345975948
"680",TRUE,30,"RESIGN","BLACK","ITALIAN GAME: TWO KNIGHTS DEFENSE |  FRITZ VARIATION","BLITZ","e4","e5","e4_Nf3_Bc4_Ng5_exd5","e5_Nc6_Nf6_d5_Nd4",0.910220994
"681",TRUE,32,"RESIGN","BLACK","QUEEN'S GAMBIT REFUSED: BALTIC DEFENSE","BLITZ","d4","d5","d4_c4_Nf3_e3_cxd5","d5_Bf5_e6_Nc6_Qxd5",1.008356546
"682",TRUE,78,"RESIGN","BLACK","VIENNA GAME: STANLEY VARIATION","BLITZ","e4","Nf6","e4_Nc3_Bc4_Nf3_exd5","Nf6_e5_c6_d5_cxd5",0.907702984
"683",TRUE,82,"RESIGN","BLACK","QUEEN'S PAWN GAME: SYMMETRICAL VARIATION","BLITZ","d4","d5","d4_Nf3_Nc3_Bg5_e3","d5_Nf6_c6_Bf5_e6",0.922744462
"684",TRUE,64,"RESIGN","BLACK","SLAV DEFENSE: MODERN LINE","STANDARD","Nf3","d5","Nf3_c4_d4_g3_Bg2","d5_c6_e6_Bd6_Nd7",0.867256637
"685",TRUE,62,"RESIGN","BLACK","QUEEN'S PAWN GAME: ZUKERTORT VARIATION","BLITZ","d4","d5","d4_Nf3_Bf4_e3_Bd3","d5_e6_Nf6_a6_g6",1.128620102
"686",FALSE,104,"MATE","BLACK","RUY LOPEZ: BERLIN DEFENSE |  RIO GAMBIT ACCEPTED","STANDARD","e4","e5","e4_Nf3_Bb5_O-O_d3","e5_Nc6_Nf6_Nxe4_Nf6",0.883333333
"687",TRUE,65,"MATE","WHITE","QUEEN'S PAWN GAME: ZUKERTORT VARIATION","BLITZ","d4","d5","d4_Nf3_Bf4_e3_Bd3","d5_f6_e6_Nh6_Ng4",1.447973713
"688",TRUE,23,"RESIGN","WHITE","SICILIAN DEFENSE: SMITH-MORRA GAMBIT #2","STANDARD","e4","c5","e4_d4_Qxd4_Qc4_Nc3","c5_cxd4_Nc6_e6_Ne5",0.918918919
"689",TRUE,50,"MATE","BLACK","QUEEN'S PAWN GAME: LONDON SYSTEM","STANDARD","d4","d5","d4_Nf3_Bf4_e3_Nbd2","d5_Nf6_Nc6_Bd7_g6",1.266853933
"690",TRUE,58,"MATE","BLACK","QUEEN'S PAWN GAME: CHIGORIN VARIATION","BLITZ","d4","d5","d4_Nc3_Nf3_Bg5_e3","d5_Nf6_Bf5_e6_Qd7",0.839643653
"691",TRUE,64,"RESIGN","BLACK","OWEN DEFENSE","BLITZ","e4","b6","e4_d4_Nc3_Nf3_Be2","b6_Bb7_Nc6_e6_Bb4",0.893283582
"692",FALSE,56,"RESIGN","BLACK","QUEEN'S PAWN GAME: STONEWALL ATTACK","BLITZ","d4","d5","d4_e3_Bd3_f3_g4","d5_Nf6_Bg4_Bh5_Bg6",0.867910448
"693",TRUE,18,"RESIGN","BLACK","RUSSIAN GAME: DAMIANO VARIATION","STANDARD","e4","e5","e4_Nf3_Nxe5_Qf3_Qxf6","e5_Nf6_Nxe4_Qf6_gxf6",1.395491803
"694",TRUE,43,"RESIGN","WHITE","QUEEN'S PAWN GAME: ZUKERTORT VARIATION","BLITZ","d4","d5","d4_Nf3_Bf4_e3_Bd3","d5_e6_c5_Nc6_Qb6",0.976104272
"695",TRUE,24,"RESIGN","BLACK","CENTER GAME: NORMAL VARIATION","BLITZ","e4","e5","e4_d4_Qxd4_Qd1_Nc3","e5_exd4_Nc6_Nf6_Bb4",1.030734633
"696",TRUE,125,"MATE","WHITE","ENGLISH OPENING: ANGLO-LITHUANIAN VARIATION","STANDARD","c4","Nc6","c4_Nc3_e3_a3_d4","Nc6_b6_Bb7_e6_d5",0.671828909
"697",TRUE,104,"RESIGN","BLACK","RUY LOPEZ: EXCHANGE VARIATION |  KING'S BISHOP VARIATION","STANDARD","e4","e5","e4_Nf3_Bb5_Bxc6_O-O","e5_Nc6_a6_dxc6_Bd6",0.76183432
"698",FALSE,29,"RESIGN","WHITE","QUEEN'S PAWN GAME: CHIGORIN VARIATION","BLITZ","d4","d5","d4_Nf3_Bf4_e3_Bd3","d5_Nc6_e6_Nf6_b6",0.960227273
"699",FALSE,48,"RESIGN","BLACK","SICILIAN DEFENSE: OLD SICILIAN","BLITZ","e4","c5","e4_Nf3_b4_b5_Bb2","c5_Nc6_e6_Nd4_Nxb5",1.505177515
"700",TRUE,65,"MATE","WHITE","PHILIDOR DEFENSE: EXCHANGE VARIATION #2","BLITZ","e4","e5","e4_Nf3_d4_Nxd4_Be3","e5_d6_exd4_Qf6_Nh6",1.261115032
"701",TRUE,20,"RESIGN","BLACK","ELEPHANT GAMBIT: PAULSEN COUNTERGAMBIT","BLITZ","e4","e5","e4_Nf3_exd5_Qe2_d3","e5_d5_e4_Nf6_Qxd5",1.210702341
"702",TRUE,38,"MATE","BLACK","BIRD OPENING: FROM'S GAMBIT","BLITZ","f4","e5","f4_fxe5_Nf3_e3_Bb5","e5_d6_Nc6_dxe5_Bd6",0.992209238
"703",TRUE,26,"RESIGN","WHITE","SICILIAN DEFENSE: LASKER-PELIKAN VARIATION |  SCHLECHTER VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_Nf6_e5",0.94983462
"704",TRUE,70,"RESIGN","BLACK","BUDAPEST DEFENSE: ADLER VARIATION","BLITZ","d4","Nf6","d4_c4_dxe5_Nf3_e3","Nf6_e5_Ng4_Bc5_Nc6",0.910852713
"705",TRUE,35,"RESIGN","WHITE","SICILIAN DEFENSE: SMITH-MORRA GAMBIT","BLITZ","e4","c5","e4_d4_c3_Nxc3_Nf3","c5_cxd4_dxc3_Nc6_e5",1.132075472
"706",TRUE,23,"RESIGN","WHITE","RUY LOPEZ: CENTRAL COUNTERGAMBIT","BLITZ","e4","e5","e4_Nf3_Bb5_Ba4_O-O","e5_Nc6_a6_Nf6_d5",1.4384
"707",TRUE,76,"RESIGN","BLACK","SICILIAN DEFENSE: SMITH-MORRA GAMBIT #2","BLITZ","e4","c5","e4_d4_Qxd4_Qd1_Nc3","c5_cxd4_Nc6_Nf6_e5",0.894472362
"708",TRUE,68,"OUTOFTIME","BLACK","SICILIAN DEFENSE: SMITH-MORRA GAMBIT #2","BLITZ","e4","c5","e4_d4_Qxd4_Qe3_Nc3","c5_cxd4_Nc6_g6_Bg7",0.791387025
"709",TRUE,4,"RESIGN","WHITE","INDIAN GAME: BUDAPEST DEFENSE","BLITZ","d4","Nf6","d4_c4___","Nf6_e5___",0.974501109
"710",TRUE,30,"RESIGN","BLACK","OWEN DEFENSE","BLITZ","e4","b6","e4_d4_Nc3_f3_Be3","b6_Bb7_e6_Nf6_Be7",0.960825834
"711",TRUE,59,"MATE","WHITE","SCANDINAVIAN DEFENSE: MIESES-KOTROC VARIATION","BLITZ","e4","d5","e4_exd5_Nc3_d4_Nf3","d5_Qxd5_Qd8_e6_c6",0.983069361
"712",TRUE,77,"RESIGN","WHITE","NIMZO-LARSEN ATTACK: MODERN VARIATION #2","BLITZ","b3","e5","b3_Bb2_d3_e3_Nf3","e5_f6_d5_Be6_Nd7",1.003307607
"713",TRUE,34,"RESIGN","WHITE","SICILIAN DEFENSE: OPEN","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nxc6","c5_Nc6_cxd4_Nf6_bxc6",1.039087948
"714",TRUE,53,"RESIGN","BLACK","RUY LOPEZ: BERLIN DEFENSE |  IMPROVED STEINITZ DEFENSE","BLITZ","e4","e5","e4_Nf3_Bb5_O-O_Re1","e5_Nc6_d6_Nf6_Be7",0.975302154
"717",TRUE,57,"RESIGN","WHITE","SICILIAN DEFENSE: LASKER-PELIKAN VARIATION |  SCHLECHTER VARIATION","BLITZ","e4","c5","e4_Nf3_d4_Nxd4_Nc3","c5_Nc6_cxd4_Nf6_e5",1.114169675
"718",TRUE,42,"RESIGN","BLACK","FOUR KNIGHTS GAME: SCOTCH VARIATION ACCEPTED","BLITZ","e4","Nf6","e4_Nc3_Nf3_d4_Nxd4","Nf6_e5_Nc6_exd4_Bb4",0.900974026
"719",TRUE,48,"MATE","BLACK","NIMZO-INDIAN DEFENSE: RAGOZIN VARIATION","BLITZ","d4","d5","d4_c4_Nf3_Nc3_Bg5","d5_e6_Nf6_Bb4_h6",0.801380991
"721",TRUE,71,"RESIGN","WHITE","TROMPOWSKY ATTACK","BLITZ","d4","Nf6","d4_Bg5_Bxf6_e4_exd5","Nf6_g6_exf6_d5_Qxd5",1.098214286
"722",TRUE,26,"RESIGN","BLACK","VIENNA GAME #2","BLITZ","e4","Nf6","e4_Nc3_Bc4_Nxe4_Bd3","Nf6_e5_Nxe4_d5_dxe4",0.856677524
"723",TRUE,32,"RESIGN","BLACK","VIENNA GAME: VIENNA GAMBIT |  MAIN LINE","BLITZ","e4","Nf6","e4_Nc3_f4_fxe5_Nf3","Nf6_e5_d5_Nxe4_Nxc3",0.93956717
