"X","op_name","rated","turns","victory_status","winner","pace_type","W1","B1","W_First5","B_First5","Rating_WB","opening_strategy","WOE_Opening_Name","rating_bins","ID_unit","Prob","Stratum"
10803,"QUEEN'S PAWN GAME",FALSE,33,"OUTOFTIME","WHITE","STANDARD","d4","d5","d4_f3_g4_Bg2_e4","d5_Bf5_Bg6_h6_e6",0.803858520900322,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10803,0.75,1
10806,"QUEEN'S PAWN GAME",TRUE,52,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_e3_c4","d5_Nf6_e6_Be7_O-O",0.838877338877339,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10806,0.75,1
10808,"QUEEN'S PAWN GAME",FALSE,54,"RESIGN","WHITE","BLITZ","d4","d5","d4_Nf3_e3_a3_Qxf3","d5_Nc6_Bg4_Bxf3_e5",0.784599899345747,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10808,0.75,1
10816,"QUEEN'S PAWN GAME",TRUE,77,"MATE","WHITE","BLITZ","d4","Nf6","d4_Nc3_Nf3_g3_Bg2","Nf6_d5_Bf5_e6_Nc6",0.875146541617819,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10816,0.75,1
10819,"QUEEN'S PAWN GAME",TRUE,56,"RESIGN","BLACK","STANDARD","d4","d5","d4_h4_dxc5_b4_c3","d5_c5_e6_a5_axb4",0.641902725815072,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10819,0.75,1
10822,"QUEEN'S PAWN GAME",TRUE,93,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_e3_Ne5","d5_Nf6_e6_Bd6_c5",0.821930222020843,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10822,0.75,1
10848,"QUEEN'S PAWN GAME",FALSE,78,"MATE","BLACK","BLITZ","d4","d5","d4_Bf4_Nf3_e3_Bd3","d5_Bf5_Nf6_a6_Ne4",0.849770642201835,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10848,0.75,1
10851,"QUEEN'S PAWN GAME",FALSE,28,"RESIGN","BLACK","STANDARD","Nf3","d5","Nf3_d4_Bf4_e3_Bd3","d5_Nf6_Bf5_e6_Bxd3",0.728110599078341,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10851,0.75,1
10855,"QUEEN'S PAWN GAME",TRUE,62,"RESIGN","BLACK","STANDARD","d4","d5","d4_b4_f4_Nf3_h4","d5_c6_b5_f5_g6",0.825182101977107,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10855,0.75,1
10869,"QUEEN'S PAWN GAME",FALSE,2,"RESIGN","BLACK","STANDARD","d4","d5","d4____","d5____",0.87075928917609,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10869,0.75,1
10874,"QUEEN'S PAWN GAME",FALSE,30,"RESIGN","BLACK","BLITZ","Nf3","d5","Nf3_d4_Nc3_h3_e3","d5_c6_g6_Bg7_e6",0.890666666666667,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10874,0.75,1
10877,"QUEEN'S PAWN GAME",TRUE,52,"MATE","BLACK","BLITZ","d4","Nf6","d4_e3_h3_Bd3_Nf3","Nf6_d5_Nc6_e6_Ne4",0.811188811188811,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10877,0.75,1
10882,"QUEEN'S PAWN GAME",TRUE,38,"MATE","BLACK","STANDARD","d4","d5","d4_Bg5_Bf4_e3_Bb5+","d5_h6_Nf6_Bf5_c6",0.597235932872656,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10882,0.75,1
10887,"QUEEN'S PAWN GAME",FALSE,83,"OUTOFTIME","WHITE","STANDARD","d4","d5","d4_Bf4_Nf3_e3_Bd3","d5_e6_Nc6_a6_Nf6",0.897008055235903,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10887,0.75,1
10900,"QUEEN'S PAWN GAME",TRUE,117,"MATE","WHITE","BLITZ","d4","d5","d4_Nf3_g3_Bg2_O-O","d5_f6_g5_h6_Bg4",0.873547505126453,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10900,0.75,1
10903,"QUEEN'S PAWN GAME",FALSE,54,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_exf3_Bb5","d5_Bg4_Bxf3_Nc6_a6",0.798800799467022,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10903,0.75,1
10934,"QUEEN'S PAWN GAME",TRUE,23,"MATE","WHITE","BLITZ","d4","d5","d4_Bg5_Bh4_Nf3_Nxd4","d5_h6_c5_cxd4_Qb6",0.847841472045294,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10934,0.75,1
10938,"QUEEN'S PAWN GAME",TRUE,150,"OUTOFTIME","BLACK","BLITZ","d4","d5","d4_Nc3_Bf4_Nf3_e4","d5_e6_a6_Nc6_h6",0.839622641509434,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10938,0.75,1
10947,"QUEEN'S PAWN GAME",TRUE,62,"RESIGN","BLACK","BLITZ","d4","d5","d4_Bf4_Nf3_e3_Bd3","d5_Nf6_Bf5_e6_Bxd3",0.797989949748744,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10947,0.75,1
10963,"QUEEN'S PAWN GAME",TRUE,62,"MATE","BLACK","BLITZ","d4","d5","d4_Nc3_e3_g3_Bg2","d5_Nc6_Nf6_Bf5_Nb4",0.859265050820954,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10963,0.75,1
10964,"QUEEN'S PAWN GAME",TRUE,44,"MATE","BLACK","BLITZ","d4","d5","d4_Bf4_dxc5_Bxe5_Bxb8","d5_c5_e5_Bxc5_Rxb8",0.753086419753086,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10964,0.75,1
10965,"QUEEN'S PAWN GAME",TRUE,34,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_e3_c4_cxd5_g3","Nf6_d5_e6_exd5_Bd6",0.804591265397536,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10965,0.75,1
10972,"QUEEN'S PAWN GAME",FALSE,50,"MATE","BLACK","BLITZ","d4","d5","d4_c3_Nd2_e3_Ngf3","d5_Nc6_Nf6_g6_Bg7",0.664131070801638,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10972,0.75,1
10976,"QUEEN'S PAWN GAME",FALSE,40,"RESIGN","BLACK","STANDARD","d4","d5","d4_c3_Nf3_Bg5_Bxf6","d5_c5_Nf6_Nc6_gxf6",0.787787182587666,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10976,0.75,1
10977,"QUEEN'S PAWN GAME",FALSE,63,"RESIGN","BLACK","STANDARD","d4","d5","d4_e3_Bb5+_Ba4_Bb3","d5_e6_c6_b5_Bd6",0.819890368050118,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10977,0.75,1
10982,"QUEEN'S PAWN GAME",TRUE,58,"MATE","BLACK","BLITZ","d4","d5","d4_Bf4_e3_c3_Nf3","d5_Bf5_Nf6_e6_Nh5",0.713559322033898,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10982,0.75,1
10988,"QUEEN'S PAWN GAME",TRUE,50,"MATE","BLACK","STANDARD","d4","d5","d4_e3_a3_Nc3_Nf3","d5_Nc6_Nf6_Bf5_e6",0.886239782016349,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10988,0.75,1
10991,"QUEEN'S PAWN GAME",TRUE,52,"OUTOFTIME","BLACK","BLITZ","d4","d5","d4_Nf3_e3_Ne5_Nf3","d5_Nf6_c5_Nc6_Bf5",0.702742409402547,"NO_DEFENSE",-0.157889836456563,"Black Favoured",10991,0.75,1
11004,"QUEEN'S PAWN GAME",FALSE,94,"MATE","BLACK","STANDARD","d4","d5","d4_e3_c4_c5_b4","d5_Nf6_e6_c6_Ne4",0.754019292604502,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11004,0.75,1
11005,"QUEEN'S PAWN GAME",TRUE,62,"RESIGN","BLACK","BLITZ","d4","d5","d4_Bf4_g3_Nc3_Nf3","d5_Nc6_f5_Nf6_Ne4",0.893303899926416,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11005,0.75,1
11018,"QUEEN'S PAWN GAME",TRUE,62,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_g3_Bg2_O-O","d5_f6_b6_Bb7_Nc6",0.894387001477105,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11018,0.75,1
11037,"QUEEN'S PAWN GAME",TRUE,33,"RESIGN","BLACK","BLITZ","d4","d5","d4_Bd2_b4_e3_a4","d5_g6_Bg7_b6_c5",0.825771324863884,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11037,0.75,1
11041,"QUEEN'S PAWN GAME",FALSE,52,"RESIGN","BLACK","STANDARD","Nf3","d5","Nf3_d4_Bf4_e3_Bd3","d5_Nf6_e6_Be7_O-O",0.813162544169611,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11041,0.75,1
11044,"QUEEN'S PAWN GAME",FALSE,54,"MATE","BLACK","BLITZ","Nf3","d5","Nf3_d4_Nc3_Bg5_Bxe7","d5_Nc6_e6_Be7_Ngxe7",0.575311438278596,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11044,0.75,1
11062,"QUEEN'S PAWN GAME",FALSE,36,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_e3_c3","d5_Bf5_e6_Nf6_h6",0.891891891891892,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11062,0.75,1
11065,"QUEEN'S PAWN GAME",TRUE,54,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_Nc3_e3","d5_Nc6_h6_a6_Nf6",0.836644591611479,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11065,0.75,1
11077,"QUEEN'S PAWN GAME",FALSE,58,"MATE","BLACK","STANDARD","d4","d5","d4_c3_Bf4_e3_Bb5","d5_e6_Bd6_Nc6_Ne7",0.855813953488372,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11077,0.75,1
11081,"QUEEN'S PAWN GAME",FALSE,64,"OUTOFTIME","BLACK","STANDARD","d4","d5","d4_Nf3_Ne5_Nf3_e3","d5_e6_f6_Bd6_e5",0.736,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11081,0.75,1
11082,"QUEEN'S PAWN GAME",TRUE,68,"MATE","BLACK","BLITZ","d4","Nc6","d4_Nf3_Nc3_e3_Bb5","Nc6_d5_e6_Nf6_Bd7",0.898741761533853,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11082,0.75,1
11094,"QUEEN'S PAWN GAME",TRUE,46,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_e3_Bb5","d5_e6_Nc6_h6_Bd7",0.706301369863014,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11094,0.75,1
11095,"QUEEN'S PAWN GAME",TRUE,65,"OUTOFTIME","WHITE","BLITZ","d4","d5","d4_Nf3_Bf4_Nc3_e4","d5_c6_Nd7_e6_Bb4",0.85,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11095,0.75,1
11097,"QUEEN'S PAWN GAME",FALSE,52,"MATE","BLACK","BLITZ","d4","d5","d4_c3_b4_a3_e3","d5_Bf5_Nf6_a6_g6",0.89126559714795,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11097,0.75,1
11100,"QUEEN'S PAWN GAME",TRUE,10,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nc3_Nf3_Nd2_h3","d5_Nf6_Bg4_e6_Bh5",0.849546827794562,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11100,0.75,1
11110,"QUEEN'S PAWN GAME",TRUE,48,"MATE","BLACK","BLITZ","d4","d5","d4_c3_Bf4_Nd2_e3","d5_Nf6_Bf5_e6_Be7",0.818781725888325,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11110,0.75,1
11113,"QUEEN'S PAWN GAME",TRUE,11,"MATE","WHITE","BLITZ","d4","d5","d4_e3_c4_Bxc4_Qb3","d5_Nf6_dxc4_Nc6_Bd7",0.814640698455339,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11113,0.75,1
11114,"QUEEN'S PAWN GAME",TRUE,98,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Nc3_a3_Bg5","d5_Nf6_Bf5_e6_Be7",0.868382710053424,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11114,0.75,1
11116,"QUEEN'S PAWN GAME",TRUE,72,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Nc3_e4_Nd2","d5_Bf5_e6_dxe4_Bb4",0.818487394957983,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11116,0.75,1
11119,"QUEEN'S PAWN GAME",TRUE,96,"OUTOFTIME","BLACK","BLITZ","d4","d5","d4_Nf3_a3_h3_Bg5","d5_Nc6_Nf6_e6_h6",0.893026404874746,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11119,0.75,1
11137,"QUEEN'S PAWN GAME",FALSE,94,"MATE","BLACK","STANDARD","d4","d5","d4_c3_Na3_b4_cxd4","d5_Bf5_e5_exd4_Be7",0.720982142857143,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11137,0.75,1
11142,"QUEEN'S PAWN GAME",FALSE,76,"MATE","BLACK","STANDARD","d4","d5","d4_c3_b4_Na3_Nb5","d5_e6_Nf6_Bd6_O-O",0.719910846953938,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11142,0.75,1
11147,"QUEEN'S PAWN GAME",TRUE,54,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_e3_Bb5_Bxc6+","d5_Bg4_Nc6_e6_bxc6",0.830893118594436,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11147,0.75,1
11150,"QUEEN'S PAWN GAME",TRUE,60,"MATE","BLACK","STANDARD","d4","Nc6","d4_Nf3_Nc3_Bf4_e3","Nc6_d5_Nf6_e6_Ne4",0.898358585858586,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11150,0.75,1
11157,"QUEEN'S PAWN GAME",TRUE,34,"MATE","BLACK","STANDARD","d4","d5","d4_Nf3_Bf4_c3_e3","d5_Nc6_g6_Bg7_Bf5",0.860246198406951,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11157,0.75,1
11160,"QUEEN'S PAWN GAME",TRUE,24,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_Nc3_Nf3_Qd3_e3","Nf6_d5_h6_e6_a6",0.679916317991632,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11160,0.75,1
11167,"QUEEN'S PAWN GAME",TRUE,68,"MATE","BLACK","BLITZ","e4","e6","e4_d4_c3_exd5_Nf3","e6_c5_d5_exd5_Nf6",0.899665551839465,"DEFENSE",-0.157889836456563,"Black Favoured",11167,0.75,1
11174,"QUEEN'S PAWN GAME",TRUE,32,"MATE","BLACK","BLITZ","d4","d5","d4_b3_Nf3_h3_gxf3","d5_c5_Bg4_Bxf3_Nf6",0.743352601156069,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11174,0.75,1
11178,"QUEEN'S PAWN GAME",TRUE,92,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_e3_Be2_O-O","d5_Bg4_Nc6_Nf6_e6",0.73643006263048,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11178,0.75,1
11183,"QUEEN'S PAWN GAME",TRUE,54,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bf4_e3_c3","d5_Nf6_e6_c5_Bd6",0.819569120287253,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11183,0.75,1
11189,"QUEEN'S PAWN GAME",FALSE,36,"MATE","BLACK","STANDARD","Nf3","d5","Nf3_d4_e3_Be2_Nfd2","d5_Nc6_Bg4_Nf6_Bxe2",0.893462469733656,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11189,0.75,1
11192,"QUEEN'S PAWN GAME",TRUE,58,"RESIGN","BLACK","STANDARD","d4","d5","d4_a3_c3_Nf3_Be3","d5_e5_f6_Ne7_Be6",0.701514411333659,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11192,0.75,1
11197,"QUEEN'S PAWN GAME",TRUE,62,"RESIGN","BLACK","BLITZ","d4","d5","d4_b3_Nc3_Rb1_Nf3","d5_Nf6_Nc6_Bf5_e6",0.771191464137522,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11197,0.75,1
11202,"QUEEN'S PAWN GAME",TRUE,78,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nf3_Bg5_Bxf6_e3","d5_Nf6_e6_Qxf6_c5",0.774869109947644,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11202,0.75,1
11205,"QUEEN'S PAWN GAME",TRUE,84,"MATE","BLACK","BLITZ","e3","d5","e3_d4_f3_Bb5_Bxc6","d5_Nf6_Nc6_Bd7_Bxc6",0.550429184549356,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11205,0.75,1
11206,"QUEEN'S PAWN GAME",TRUE,112,"MATE","BLACK","BLITZ","d4","d5","d4_Nc3_Bf4_g3_Bh3","d5_c6_Nd7_h6_g5",0.803911205073996,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11206,0.75,1
11208,"QUEEN'S PAWN GAME",TRUE,42,"RESIGN","BLACK","STANDARD","d4","d5","d4_e3_c3_Be2_Qxe2","d5_Nf6_Bg4_Bxe2_e6",0.885323513940032,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11208,0.75,1
11211,"QUEEN'S PAWN GAME",TRUE,47,"MATE","WHITE","STANDARD","d4","d5","d4_e3_c3_Ne2_Nd2","d5_Nc6_Nf6_Bf5_e6",0.71438263229308,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11211,0.75,1
11212,"QUEEN'S PAWN GAME",TRUE,37,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nc3_Bd2_a3_bxc3","d5_e6_Bb4_Bxc3_Nf6",0.862710363153233,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11212,0.75,1
11233,"QUEEN'S PAWN GAME",TRUE,122,"MATE","BLACK","BLITZ","d4","d5","d4_c3_b3_a3_e3","d5_Nc6_a6_e6_Nf6",0.679611650485437,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11233,0.75,1
11237,"QUEEN'S PAWN GAME",FALSE,68,"RESIGN","BLACK","BLITZ","d4","Nf6","d4_Nc3_Nf3_Ne5_b3","Nf6_d5_Bg4_e6_Bb4",0.890666666666667,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11237,0.75,1
11262,"QUEEN'S PAWN GAME",FALSE,50,"MATE","BLACK","STANDARD","d4","d5","d4_Nc3_Nf3_e4_Ne5","d5_Nf6_e6_dxe4_c5",0.843333333333333,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11262,0.75,1
11279,"QUEEN'S PAWN GAME",FALSE,66,"MATE","BLACK","BLITZ","e4","e6","e4_d4_c3_cxd4_Nf3","e6_c5_cxd4_Nc6_a6",0.866551126516464,"DEFENSE",-0.157889836456563,"Black Favoured",11279,0.75,1
11282,"QUEEN'S PAWN GAME",FALSE,85,"MATE","WHITE","BLITZ","d4","d5","d4_Bf4_Nf3_e3_Nbd2","d5_e6_Nf6_h6_Nc6",0.708422174840085,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11282,0.75,1
11286,"QUEEN'S PAWN GAME",FALSE,56,"RESIGN","BLACK","BLITZ","d4","d5","d4_e3_Bd3_f3_g4","d5_Nf6_Bg4_Bh5_Bg6",0.867910447761194,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11286,0.75,1
11291,"QUEEN'S PAWN GAME",TRUE,42,"RESIGN","BLACK","STANDARD","d4","d5","d4_Bf4_e3_Nf3_Nc3","d5_Bf5_e6_Nf6_Bb4",0.758569299552906,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11291,0.75,1
11292,"QUEEN'S PAWN GAME",FALSE,38,"MATE","BLACK","BLITZ","d4","d5","d4_a4_a5_e4_f4","d5_e6_Nf6_dxe4_c5",0.714966634890372,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11292,0.75,1
11295,"QUEEN'S PAWN GAME",FALSE,88,"OUTOFTIME","BLACK","BLITZ","d4","Nf6","d4_Nf3_e3_c4_cxd5","Nf6_d5_g6_c6_cxd5",0.798054654932839,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11295,0.75,1
11300,"QUEEN'S PAWN GAME",TRUE,64,"RESIGN","BLACK","BLITZ","e3","d5","e3_d4_Qe2_Nc3_f3","d5_e6_Nf6_Nc6_a6",0.680166765932102,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11300,0.75,1
11308,"QUEEN'S PAWN GAME",FALSE,52,"MATE","BLACK","BLITZ","d4","d5","d4_e3_h3_a3_Bb5+","d5_Nf6_Bf5_e6_c6",0.735520246027678,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11308,0.75,1
11314,"QUEEN'S PAWN GAME",TRUE,13,"RESIGN","WHITE","BLITZ","d4","d5","d4_Nc3_Bf4_Nb5_dxe5","d5_Nc6_Nf6_e5_Bc5",0.823488045007032,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11314,0.75,1
11321,"QUEEN'S PAWN GAME",FALSE,10,"RESIGN","BLACK","BLITZ","d4","d5","d4_b3_c4_bxc4_Bb2","d5_Nc6_dxc4_Qxd4_Qxb2",0.805952380952381,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11321,0.75,1
11327,"QUEEN'S PAWN GAME",TRUE,50,"MATE","BLACK","BLITZ","d4","Nf6","d4_Nc3_h3_b3_Qxd4","Nf6_d5_c5_cxd4_Nc6",0.678060046189376,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11327,0.75,1
11330,"QUEEN'S PAWN GAME",TRUE,68,"MATE","BLACK","BLITZ","d4","d5","d4_Bf4_e3_a3_h3","d5_e6_Nf6_c5_Bd6",0.884739214423696,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11330,0.75,1
11332,"QUEEN'S PAWN GAME",TRUE,10,"RESIGN","BLACK","BLITZ","Nc3","d5","Nc3_d4_Nf3_Bf4_e3","d5_Nf6_Bf5_a6_Nc6",0.795918367346939,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11332,0.75,1
11345,"QUEEN'S PAWN GAME",FALSE,84,"RESIGN","BLACK","STANDARD","d4","d5","d4_Nf3_e3_c3_Bd3","d5_Nf6_c5_Nc6_Bg4",0.78348623853211,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11345,0.75,1
11349,"QUEEN'S PAWN GAME",TRUE,77,"RESIGN","WHITE","BLITZ","d4","d5","d4_Nf3_e3_Nc3_Ne5","d5_h6_Bf5_e6_Nd7",0.838895281933257,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11349,0.75,1
11358,"QUEEN'S PAWN GAME",TRUE,57,"RESIGN","WHITE","BLITZ","d4","d5","d4_e3_f4_h3_c3","d5_Nc6_Nf6_Bf5_e6",0.877352368591824,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11358,0.75,1
11363,"QUEEN'S PAWN GAME",TRUE,44,"RESIGN","BLACK","BLITZ","d4","d5","d4_e3_Nf3_Nxd4_c3","d5_c5_cxd4_Nc6_e5",0.873174481168332,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11363,0.75,1
11366,"QUEEN'S PAWN GAME",TRUE,48,"RESIGN","BLACK","STANDARD","d4","Nf6","d4_e3_c4_Nc3_Nf3","Nf6_d5_e6_Be7_O-O",0.88978622327791,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11366,0.75,1
11368,"QUEEN'S PAWN GAME",TRUE,64,"RESIGN","BLACK","STANDARD","d4","d5","d4_Bf4_e3_c4_Nf3","d5_Nf6_c6_e6_Nbd7",0.810294117647059,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11368,0.75,1
11370,"QUEEN'S PAWN GAME",TRUE,76,"MATE","BLACK","BLITZ","d4","d5","d4_Nc3_Nf3_Bg5_e3","d5_e6_Nf6_Be7_O-O",0.703371970495258,"DEFENSE",-0.157889836456563,"Black Favoured",11370,0.75,1
11371,"QUEEN'S PAWN GAME",TRUE,81,"RESIGN","WHITE","BULLET","d4","d5","d4_Nf3_Nc3_exf3_Be2","d5_Bg4_Bxf3_Nf6_Nc6",0.732298136645963,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11371,0.75,1
11372,"QUEEN'S PAWN GAME",TRUE,70,"MATE","BLACK","BLITZ","d4","d5","d4_f3_h4_h5_g4","d5_Nf6_h6_Bf5_Bh7",0.777902411665732,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11372,0.75,1
11376,"QUEEN'S PAWN GAME",TRUE,45,"RESIGN","BLACK","BLITZ","Nf3","d5","Nf3_d4_g3_Bg2_O-O","d5_e6_Nf6_c5_cxd4",0.897170837867247,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11376,0.75,1
11378,"QUEEN'S PAWN GAME",TRUE,67,"RESIGN","BLACK","BLITZ","d4","d5","d4_Bf4_e3_Nc3_a3","d5_Nf6_Bf5_Nc6_e6",0.874614594039055,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11378,0.75,1
11381,"QUEEN'S PAWN GAME",TRUE,62,"MATE","BLACK","BLITZ","d4","Nf6","d4_e3_Bd3_b3_f4","Nf6_d5_c5_e6_Nc6",0.851063829787234,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11381,0.75,1
11385,"QUEEN'S PAWN GAME",TRUE,9,"RESIGN","WHITE","STANDARD","d4","d5","d4_c3_e3_Bb5_cxd4","d5_Nc6_e5_exd4_",0.897142857142857,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11385,0.75,1
11390,"QUEEN'S PAWN GAME",TRUE,92,"MATE","BLACK","BLITZ","d4","d5","d4_Nf3_Nc3_dxc5_Bf4","d5_Nf6_c5_e6_Bxc5",0.811253561253561,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11390,0.75,1
11393,"QUEEN'S PAWN GAME",TRUE,40,"RESIGN","BLACK","BLITZ","d4","d5","d4_Nc3_Bf4_Qd3_Nf3","d5_Nf6_a6_Nc6_Nb4",0.699602498580352,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11393,0.75,1
11400,"QUEEN'S PAWN GAME",TRUE,76,"MATE","BLACK","BLITZ","d4","Nf6","d4_Nc3_Bf4_Nb5_Nc3","Nf6_d5_c5_Qa5+_cxd4",0.707783340919436,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11400,0.75,1
11408,"QUEEN'S PAWN GAME",TRUE,78,"MATE","BLACK","BLITZ","d4","d5","d4_Nc3_b3_Bb2_f3","d5_Bg4_Nc6_Nf6_Bf5",0.759014423076923,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11408,0.75,1
11410,"QUEEN'S PAWN GAME",TRUE,52,"MATE","BLACK","BLITZ","d4","d5","d4_f4_Nc3_Nf3_h4","d5_Nf6_Bf5_e6_Nc6",0.721543722520762,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11410,0.75,1
11417,"QUEEN'S PAWN GAME",FALSE,154,"RESIGN","BLACK","STANDARD","d4","d5","d4_Nf3_e3_Bd3_Qxd3","d5_Nf6_Bf5_Bxd3_c6",0.830313014827018,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11417,0.75,1
11418,"QUEEN'S PAWN GAME",TRUE,70,"MATE","BLACK","BLITZ","d4","d5","d4_e3_c4_dxc5_Nc3","d5_Nf6_c5_e5_Bxc5",0.615967365967366,"NO_DEFENSE",-0.157889836456563,"Black Favoured",11418,0.75,1
